line,text
5239,President Nixon whereby all “historical materials” of the Nixon Ad- 
5240,ministration would be deposited in a secure federal facility in Cali- 
5241,"fornia. Under the terms of the agreement, once the materials were "
5242,"deposited, all requests or subpoenas for the materials would have to "
5243,be directed to the former President who would have sole control over 
5244,who could gain access to them. President Ford also announced the 
5245,Attorney General’s formal opinion that former President Nixon 
5246,owned all the materials in question. 
5247,On September 12 members of the Special Prosecutor’s staff met 
5248,with Buchen and representatives of the Department of Justice. The 
5249,WSPF representatives stated their belief that the Nixon-Sampson 
5250,agreement violated the assurances given to the Special Prosecutor on 
5251,"August 15. The Special Prosecutor was willing, if necessary, to chal- "
5252,116
5253,"lenge the validity of the agreement. As a result, the Justice Department "
5254,undertook discussions with Miller to determine whether a “modifi- 
5255,cation” of the agreement could be reached to accommodate the in- 
5256,terests of the Special Prosecutor. 
5257,Over the following days there were a series of meetings between 
5258,Miller and the Department on the one hand and the Department and 
5259,WSPF on the other. 
5260,The discussions included a proposal that the Special Prosecutor’s 
5261,requests for Nixon materials be submitted to an arbitration panel 
5262,"composed of a designee of the former President, a designee of the "
5263,"Special Prosecutor, and a third person to be chosen by the other two "
5264,"members of the panel. In making decisions, the arbitration panel "
5265,would apply the same standards and principles that would be appli- 
5266,cable in a court of competent jurisdiction. Negotiations over the 
5267,details of a possible agreement also were carriedmn directly between 
5268,Miller and representatives of the Special Prosecutor. They eventually 
5269,"broke down, however, over two principal issues — whether there would "
5270,be any judicial review of the arbitration panel’s decisions and whether 
5271,the arbitration agreement would make any statement regarding the 
5272,legislation then pending in the Congress to abrogate the Nixon-Samp- 
5273,son agreement. During these negotiations former President Nixon 
5274,voluntarily provided materials that WSPF requested for the Watergate 
5275,cover-up trial. 
5276,On October 17 former President Nixon brought suit in the United 
5277,"States District Court for the District of Columbia against Sampson, "
5278,"Buchen and H. Stuart Knight, the Director of the Secret Service "
5279,"(the custodian of many of the Nixon materials), to compel enforce- "
5280,"ment of the September 7 agreement or, in the alternative, to require "
5281,delivery of all the tapes and documents to him in California. The 
5282,Special Prosecutor intervened in this suit to protect and preserve 
5283,his interests in the Presidential materials. A temporary restraining 
5284,order by the court maintained the status quo and permitted access 
5285,to the materials only with the joint consent of the former President 
5286,and counsel for President Ford. 
5287,"Thereafter, the Special Prosecutor issued grand jury subpoenas "
5288,to Buchen for Nixon materials which the office believed to be relevant 
5289,"and important to its pending investigations. On November 9, following "
5290,"discussions among counsel for President Ford, the Department of "
5291,"Justice and the Special Prosecutor, the President determined that "
5292,“the due administration of justice and the public interest require 
5293,that the Special Prosecutor have prompt and effective use of those 
5294,Presidential materials of the Nixon Administration now located in 
5295,the White House complex that are relevant and important to ongoing 
5296,criminal investigations and prosecutions within the Special Prose- 
5297,cutor’s jurisdiction.” The Special Prosecutor then entered into an 
5298,"agreement with Buchen, Sampson and Knight whereby WSPF would "
5299,117
5300,gain access to the materials to conduct a limited search for the relevant 
5301,documents and tapes. The subpoenas issued to Buchen were then 
5302,withdrawn. 
5303,"Because of the outstanding temporary restraining order, it was "
5304,necessary for the Special Prosecutor and the Department of Justice 
5305,to apply to the court for a modification of the terms of the order to 
5306,permit implementation of the November 9 agreement. Former 
5307,"President Nixon, of course, opposed the modification. The Special "
5308,Prosecutor argued to the court that even if the former President were 
5309,"the owner of the materials, the current Administration had a right "
