Page,Text,Definition (Appendix),
410,"Yanukovych, Viktor",Former president of Ukraine who had worked with Paul Manafort.,
411,"Yates, Sally","Acting Attorney General (Jan. 20, 2017 -- Jan. 30, 2017); Deputy Attorney General (Jan. 10, 2015 - Jan. 30, 2017).",
411,"Yatsenko, Sergey","Deputy chief financial officer of Gazprom, a Russian state-owned energy company, and associate of Carter Page.",
411,"Zakharova, Maria",Director of the Russian Ministry of Foreign Affair's Information and Press Department who received notification of Carter Page's speech in July 2016 from Denis Klimentov.,
411,"Zayed al Nahyan, Mohammed bin",Crown Prince of Abu Dhabi and deputy supreme commander of the United Arab Emirates (UAE) armed forces.,
411,Entities and Organizations,,
411,Alfa-Bank,"Russia's largest commercial bank, which is headed by Petr Aven.",
411,Center for the National Interest (CNI),"U.S.-based think tank with expertise in and connections to Russia. CNI's publication, the National Interest, hosted candidate Trump's foreign policy speech in April 2016.",
411,Concord,"Umbrella term for Concord Management and Consulting, LLC and Concord Catering, which are Russian companies controlled by Yevgeniy Prigozhin.",
411,Crocus Group or Crocus International,"A Russian real-estate and property development company that, in 2013, hosted the Miss Universe Pageant, and from 2013 through 2014, worked with the Trump Organization on a Trump Moscow project.",
411,DCLeaks,Fictitious online persona operated by the GRU that released stolen documents during the 2016 U.S. presidential campaign period.,
411,Democratic Congressional Campaign Committee,Political committee working to elect Democrats to the House of Representatives; hacked by the GRU in April 2016.,
411,Democratic National Committee,Formal governing body for the Democratic Party; hacked by the GRU in April 2016.,
411,Duma,Lower House of the national legislature of the Russian Federation.,
411,Gazprom,Russian oil and gas company majority-owned by the Russian government.,
411,"Global Energy Capital, LLC",Investment and management firm founded by Carter Page.,
411,Global Partners in Diplomacy,"Event hosted in partnership with the U.S. Department of State and the Republican National Convention. In 2016, Jeff Sessions and J.D.",Gordon delivered speeches at the event and interacted with Russian Ambassador Sergey Kislyak.
412,Guccifer 2.0,Fictitious online persona operated by the GRU that released stolen documents during the 2016 U.S. presidential campaign period.,
412,I.C. Expert Investment Company,Russian real-estate and development corporation that signed a letter of intent with a Trump Organization subsidiary to develop a Trump Moscow property.,
412,Internet Research Agency (IRA),"Russian entity based in Saint Petersburg and funded by Concord that engaged in an ""active measures"" social media campaign to interfere in the 2016 U.S. presidential election.",
412,KLS Research LLC,Business established by an associate of and at the direction of Peter Smith to further Smith's search for Hillary Clinton emails.,
412,Kremlin,Official residence of the president of the Russian Federation; it is used colloquially to refer to the office of the president or the Russian government.,
412,LetterOne,"Company that includes Petr Aven and Richard Burt as board members. During a board meeting in December 2016, Aven asked for Burt's help to make contact with the Presidential Transition Team.",
412,Link Campus University,"University in Rome, Italy, where George Papadopoulos was introduced to Joseph Mifsud.",
412,London Centre of International Law Practice (LCILP),International law advisory organization in London that employed Joseph Mifsud and George Papadopoulos.,
412,Main Intelligence Directorate of the General Staff (GRU),Russian Federation's military intelligence agency.,
412,New Economic School in Moscow (NES),Moscow-based school that invited Carter Page to speak at its July 2016 commencement ceremony.,
412,Opposition Bloc,Ukrainian political party that incorporated members of the defunct Party of Regions.,
412,Party of Regions,Ukrainian political party of former President Yanukovych. It was generally understood to align with Russian policies.,
412,Pericles Emerging Market Partners LLP,Company registered in the Cayman Islands by Paul Manafort and his business partner Rick Davis. Oleg Deripaska invested in the fund.,
412,Prevezon Holdings Ltd.,Russian company that was a defendant in a U.S. civil action alleging the laundering of proceeds from fraud exposed by Sergei Magnitsky.,
412,Roscongress Foundation,Russian entity that organized the St. Petersburg International Economic Forum.,
412,Rosneft,Russian state-owned oil and energy company.,
412,Russian Direct Investment Fund,Sovereign wealth fund established by the Russian Government in 2011 and headed by Kirill Dmitriev.,
413,Russian International Affairs Council,"Russia-based nonprofit established by Russian government decree. It is associated with the Ministry of Foreign Affairs, and its members include Ivan Timofeev, Dmitry Peskov, and Petr Aven.",
413,Silk Road Group,Privately held investment company that entered into a licensing agreement to build a Trump-branded hotel in Georgia.,
413,St. Petersburg International Economic Forum,Annual event held in Russia and attended by prominent Russian politicians and businessmen.,
413,Tatneft,Russian energy company.,
413,Transatlantic Parliamentary Group on Counterterrorism,"European group that sponsored a summit between European Parliament lawmakers and U.S. persons. George Papadopoulos, Sam Clovis, and Walid Phares attended the TAG summit in July 2016.",
413,Unit 26165 (GRU),"GRU military cyber unit dedicated to targeting military, political, governmental, and non-governmental organizations outside of Russia. It engaged in computer intrusions of U.S. persons and organizations, as well as the subsequent release of the stolen data, in order to interfere in the 2016 U.S. presidential election.",
413,Unit 74455 (GRU),"GRU military unit with multiple departments that engaged in cyber operations. It engaged in computer intrusions of U.S. persons and organizations, as well as the subsequent release of the stolen data, in order to interfere in the 2016 U.S. presidential election.",
413,Valdai Discussion Club,"Group that holds a conference attended by Russian government officials, including President Putin.",
413,WikiLeaks,"Organization founded by Julian Assange that posts information online, including data stolen from private, corporate, and U.S. Government entities. Released data stolen by the GRU during the 2016 U.S. presidential election.",
414,Index of Acronyms,,
414,CNI,Center for the National Interest,
414,DCCC,Democratic Congressional Campaign Committee,
414,DNC,Democratic National Committee,
414,FBI,Federal Bureau of Investigation,
414,FSB,Russian Federal Security Service,
414,GEC,"Global Energy Capital, LLC",
414,GRU,Russian Federation's Main Intelligence Directorate of the General Staff,
414,HPSCI,U.S. House of Representatives Permanent Select Committee on Intelligence,
414,HRC,Hillary Rodham Clinton,
414,IRA,Internet Research Agency,
414,LCILP,London Centre of International Law Practice,
414,NATO,North Atlantic Treaty Organization,
414,NES,New Economic School,
414,NSA,National Security Agency,
414,ODNI,Office of the Director of National Intelligence,
414,PTT,Presidential Transition Team,
414,RDIF,Russian Direct Investment Fund,
414,RIAC,Russian International Affairs Council,
414,SBOE,State boards of elections,
414,SCO,Special Counsel's Office,
414,SJC,U.S. Senate Judiciary Committee,
414,SSCI,U.S. Senate Select Committee on Intelligence,
414,TAG,Transatlantic Parliamentary Group on Counterterrorism,
414,VEB,Vnesheconombank,
415,Appendix C,,
416,[Blank Page],,
417,APPENDIX C,,
417,INTRODUCTORY NOTE,,
417,The President provided written responses through his personal counsel to questions submitted to him by the Special Counsel's Office. We first explain the process that led to the submission of written questions and then attach the President's responses.,,
417,"Beginning in December 2017, this Office sought for more than a year to interview the President on topics relevant to both Russian-election interference and obstruction-of-justice. We advised counsel that the President was a ""subject"" of the investigation under the definition of the Justice Manual -- ""a person whose conduct is within the scope of the grand jury's investigation.""",,
417,"Justice Manual & 9-11.151 (2018). We also advised counsel that ""[a] n interview with the President is vital to our investigation"" and that this Office had ""carefully considered the constitutional and other arguments raised by... counsel, and they d[id] not provide us with reason to forgo seeking an interview."" We additionally stated that ""it is in the interest of the Presidency and the public for an interview to take place"" and offered ""numerous accommodations to aid the President's preparation and avoid surprise."" After extensive discussions with the Department of Justice about the Special Counsel's objective of securing the President's testimony, these accommodations included the submissions of written questions to the President on certain Russia-related topics.? We received the President's written responses in late November 2018.4 In December 2018, we informed counsel of the insufficiency of those responses in several respects. We noted, among other things, that the President stated on more than 30 occasions that he ""does not recall' or 'remember' or have an 'independent recollection"""" of information called for by the questions.",,
